year,major,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,date,has_exam,start,end,bus_num,time,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
Year 3,computer science,No,To go to class,2,19,2024-09-18,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 10:30:00,Sunny,14,11,6,7,5,5,5,6
Year 2,computer science,No,To go to class,1,5,2024-09-30,No,COM3,LT27 / S17,D2,1900-01-01 09:00:00,Sunny,29,4,6,7,6,6,7,6
Year 1,computer science,Yes,To go to class,2,60,2024-09-27,No,UTown,PGP,D2,1900-01-01 13:16:00,Sunny,35,7,8,4,8,7,9,8
Year 3,computer science,No,To go to class,2,15,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 11:30:00,Sunny,23,15,5,7,6,6,6,6
Year 2,computer science,No,To go to class,2,12,2024-09-23,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:00:00,Sunny,25,7,7,6,6,6,6,7
Year 1,computer science,Yes,To go to class,2,31,2024-09-27,No,UTown,LT27 / S17,D2,1900-01-01 12:10:00,Sunny,11,10,6,7,5,8,6,5
Year 1,computer science,Yes,To go to class,3,49,2024-09-18,No,UTown,LT27 / S17,D2,1900-01-01 12:00:00,Sunny,23,10,7,7,6,8,8,8
Year 2,computer science,Yes,To go to class,2,30,2024-09-29,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:14:00,Sunny,10,9,6,7,5,7,5,5
Year 2,computer science,No,To go to class,2,13,2024-09-20,No,COM3,UTown,D1,1900-01-01 17:00:00,Sunny,25,13,5,7,5,6,5,5
Year 1,computer science,Yes,To go to class,2,31,2024-09-27,No,UTown,LT27 / S17,D2,1900-01-01 12:10:00,Sunny,10,10,6,7,5,8,6,5
Year 2,computer science,No,To go to class,2,13,2024-09-19,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:00:00,Sunny,25,15,5,8,4,6,5,5
Year 2,computer science,Yes,To go to class,3,39,2024-09-19,No,UTown,LT27 / S17,D2,1900-01-01 15:00:00,Sunny,23,8,7,7,7,7,7,8
Year 2,computer science,No,To go to class,2,14,2024-09-14,No,UTown,COM3,D1,1900-01-01 12:00:00,Sunny,25,14,6,6,6,6,6,6
Year 1,computer science,Yes,To go to class,3,34,2024-10-14,No,UTown,LT27 / S17,D2,1900-01-01 13:00:00,Sunny,21,11,6,7,6,6,6,7
Year 2,computer science,No,To go to class,1,8,2024-09-25,No,UTown,COM3,D1,1900-01-01 15:00:00,Sunny,25,8,6,7,6,6,7,6
Year 3,computer science,No,To go to class,1,14,2024-09-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 09:32:00,Sunny,15,13,6,7,5,5,6,5
Year 1,dentistry,No,To go to class,2,30,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 14:37:00,Sunny,12,3,8,6,5,8,8,8
Year 3,dentistry,No,To go to class,2,19,2024-09-23,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 07:27:00,Sunny,58,10,7,7,7,6,7,6
Year 3,dentistry,No,To go to class,3,18,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:39:00,Sunny,30,15,3,10,1,2,3,1
Year 3,dentistry,No,To go to class,1,30,2024-09-25,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:00:00,Sunny,48,11,3,8,7,7,7,6
Year 3,dentistry,No,To go to class,1,21,2024-09-25,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 08:25:00,Sunny,58,10,7,7,8,6,7,7
Year 3,dentistry,No,To go to class,1,16,2024-09-17,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 15:00:00,Sunny,30,26,5,7,4,5,5,2
Year 3,dentistry,No,To go to class,1,25,2024-09-20,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:00:00,Sunny,46,11,3,8,6,7,8,6
Year 1,dentistry,No,To go to class,3,29,2024-10-17,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:30:00,Sunny,20,5,7,5,5,7,7,7
Year 4,dentistry,No,To go to class,2,11,2024-10-07,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:00:00,Sunny,26,16,3,7,2,4,6,2
Year 3,dentistry,No,To go to class,3,18,2024-10-08,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:20:00,Sunny,20,6,8,7,3,5,7,7
Year 3,dentistry,No,To go to class,2,16,2024-09-14,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:30:00,Sunny,40,19,3,9,4,6,5,3
Year 3,dentistry,No,To go to class,2,13,2024-10-07,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:00:00,Sunny,23,13,5,7,3,4,5,4
Year 3,dentistry,No,To go to class,2,28,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 16:40:00,Sunny,12,4,8,7,4,7,7,8
Year 1,dentistry,No,To go to class,2,22,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:21:00,Sunny,14,6,8,7,4,6,6,7
Year 3,dentistry,No,To go to class,1,30,2024-09-25,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 16:00:00,Sunny,48,11,3,8,7,7,7,6
Year 1,dentistry,No,To go to class,3,25,2024-10-15,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 09:30:00,Sunny,22,7,6,6,5,7,7,6
Year 1,dentistry,No,To go to class,2,22,2024-10-08,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 16:43:00,Sunny,25,12,5,9,1,2,4,2
Year 3,dentistry,No,To go to class,2,21,2024-09-16,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 12:00:00,Sunny,44,12,2,8,5,7,8,6
Year 3,dentistry,No,To go to class,3,18,2024-10-08,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:23:00,Sunny,20,6,8,7,3,5,8,7
Year 1,dentistry,No,To go to class,2,22,2024-10-08,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 12:35:00,Sunny,19,8,6,8,4,7,6,6
Year 3,dentistry,No,To go to class,3,15,2024-10-08,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:00:00,Sunny,29,12,5,7,4,5,6,6
Year 1,dentistry,No,To go to class,2,23,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:22:00,Sunny,14,5,8,7,4,6,6,7
Year 3,dentistry,No,To go to class,2,19,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 07:29:00,Sunny,59,10,7,7,7,6,7,6
Year 3,dentistry,No,To go to class,3,20,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 15:43:00,Sunny,28,13,4,9,1,1,3,1
Year 3,dentistry,No,To go to class,3,20,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 15:44:00,Sunny,29,14,4,9,1,1,3,1
Year 3,dentistry,No,To go to class,3,15,2024-10-08,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:00:00,Sunny,32,13,4,8,4,5,7,6
Year 3,dentistry,No,To go to class,3,20,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:40:00,Sunny,26,11,5,9,1,2,4,3
Year 1,dentistry,No,To go to class,3,24,2024-10-13,No,IT / CLB,LT27 / S17,A2,1900-01-01 10:30:00,Sunny,20,5,8,6,4,6,8,8
Year 1,dentistry,No,To go to class,3,16,2024-10-08,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 11:02:00,Sunny,20,9,8,6,4,4,5,6
Year 3,dentistry,No,To go to class,2,22,2024-10-08,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 16:43:00,Sunny,25,12,5,9,1,2,4,2
Year 4,dentistry,No,To go to class,1,14,2024-09-13,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:00:00,Sunny,30,24,4,7,3,4,6,2
Year 1,dentistry,No,To go to class,3,22,2024-10-11,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:30:00,Sunny,20,5,8,7,3,6,8,8
Year 4,dentistry,No,To go to class,3,27,2024-09-19,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 18:00:00,Sunny,37,22,2,9,2,2,1,1
Year 3,dentistry,No,To go to class,1,30,2024-09-26,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:00:00,Sunny,49,10,3,8,7,7,7,6
Year 3,dentistry,No,To go to class,2,22,2024-09-22,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:21:00,Sunny,61,27,4,7,5,4,5,3
Year 4,dentistry,No,To go to class,1,19,2024-09-21,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:00:00,Sunny,31,27,7,7,5,6,5,4
Year 4,dentistry,No,To go to class,3,28,2024-10-17,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 18:00:00,Sunny,39,20,1,9,1,1,1,1
Year 1,dentistry,No,To go to class,2,17,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 12:07:00,Sunny,18,8,8,7,4,4,5,6
Year 3,dentistry,No,To go to class,2,20,2024-09-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 12:39:00,Sunny,40,13,5,8,3,2,4,3
Year 3,dentistry,No,To go to class,2,12,2024-10-08,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:00:00,Sunny,31,20,1,8,1,3,6,1
Year 1,dentistry,No,To go to class,3,17,2024-10-11,No,IT / CLB,LT27 / S17,A2,1900-01-01 09:30:00,Sunny,28,13,3,9,3,6,5,3
Year 3,dentistry,No,To go to class,2,10,2024-10-07,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:00:00,Sunny,28,18,2,7,2,4,6,1
Year 1,dentistry,No,To go to class,2,16,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 12:04:00,Sunny,18,9,8,7,4,4,5,6
Year 3,dentistry,No,To go to class,1,17,2024-09-16,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:00:00,Sunny,34,23,5,7,5,6,6,4
Year 4,dentistry,No,To go to class,3,17,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 10:00:00,Sunny,40,15,1,9,3,5,7,5
Year 3,dentistry,No,To go to class,3,15,2024-10-08,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 09:00:00,Sunny,37,14,2,8,4,6,8,6
Year 3,dentistry,No,To go to class,2,19,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:33:00,Sunny,23,11,4,9,3,6,5,4
Year 3,dentistry,No,To go to class,2,20,2024-09-25,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:30:00,Sunny,68,27,6,7,7,6,7,5
Year 3,dentistry,No,To go to class,3,18,2024-10-10,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:00:00,Sunny,24,12,6,7,3,3,4,4
Year 4,dentistry,No,To go to class,2,18,2024-10-11,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:00:00,Sunny,34,20,1,8,1,2,4,1
Year 4,dentistry,No,To go to class,2,14,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 12:00:00,Sunny,21,11,6,7,3,4,5,5
Year 3,dentistry,No,To go to class,1,30,2024-09-25,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:00:00,Sunny,48,11,3,8,7,7,7,6
Year 1,dentistry,No,To go to class,3,29,2024-10-17,No,IT / CLB,LT27 / S17,A2,1900-01-01 09:30:00,Sunny,20,5,7,5,5,7,7,7
Year 4,dentistry,No,To go to class,3,20,2024-10-12,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:00:00,Sunny,35,20,1,9,1,2,3,1
Year 1,dentistry,No,To go to class,3,25,2024-10-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:36:00,Sunny,24,9,6,7,3,5,5,5
Year 3,dentistry,No,To go to class,3,22,2024-10-10,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:41:00,Sunny,27,12,4,8,2,2,4,2
Year 4,dentistry,No,To go to class,1,19,2024-09-22,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:00:00,Sunny,31,28,8,7,5,6,5,4
Year 3,dentistry,No,To go to class,2,16,2024-09-13,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:00:00,Sunny,36,20,4,8,4,6,7,5
Year 3,dentistry,No,To go to class,2,10,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:01:00,Sunny,30,19,1,8,2,4,6,1
Year 3,dentistry,No,To go to class,3,20,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:40:00,Sunny,26,11,5,9,1,2,4,3
Year 3,dentistry,No,To go to class,2,20,2024-09-16,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 11:37:00,Sunny,44,12,5,8,4,3,4,3
Year 3,dentistry,No,To go to class,1,18,2024-09-19,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 15:00:00,Sunny,27,24,8,7,5,5,5,4
Year 3,dentistry,No,To go to class,2,18,2024-09-18,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 07:19:00,Sunny,52,11,5,7,6,6,7,6
Year 3,dentistry,No,To go to class,3,20,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:30:00,Sunny,20,5,8,8,2,5,8,7
Year 3,dentistry,No,To go to class,2,20,2024-09-09,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:44:00,Sunny,31,15,4,9,1,1,3,1
Year 1,dentistry,No,To go to class,3,26,2024-10-15,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:30:00,Sunny,22,7,6,6,5,7,7,6
Year 3,dentistry,No,To go to class,1,25,2024-09-26,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:14:00,Sunny,54,10,5,7,8,7,7,7
Year 3,dentistry,No,To go to class,3,23,2024-10-11,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:30:00,Sunny,20,5,8,7,3,6,8,8
Year 1,dentistry,No,To go to class,2,25,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:28:00,Sunny,12,4,8,7,4,6,7,8
Year 3,dentistry,No,To go to class,2,14,2024-10-07,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 09:00:00,Sunny,39,15,1,8,3,6,8,5
Year 3,dentistry,No,To go to class,3,20,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:39:00,Sunny,26,11,5,9,1,2,5,3
Year 3,dentistry,No,To go to class,2,17,2024-09-16,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 08:14:00,Sunny,49,12,4,8,5,6,8,6
Year 3,dentistry,No,To go to class,2,15,2024-09-08,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 09:00:00,Sunny,40,14,2,8,4,7,8,6
Year 3,dentistry,No,To go to class,2,20,2024-09-13,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:40:00,Sunny,38,13,5,9,2,2,4,2
Year 4,dentistry,No,To go to class,2,11,2024-10-08,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 12:00:00,Sunny,30,20,1,8,1,3,6,1
Year 4,dentistry,No,To go to class,2,11,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 11:00:00,Sunny,32,18,1,8,2,4,7,2
Year 4,dentistry,No,To go to class,3,27,2024-10-16,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:00:00,Sunny,40,19,1,9,1,1,2,1
Year 3,dentistry,No,To go to class,3,24,2024-10-13,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 12:37:00,Sunny,25,10,5,7,3,4,5,4
Year 3,dentistry,No,To go to class,2,20,2024-09-25,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 15:30:00,Sunny,69,29,6,7,7,6,7,5
Year 3,dentistry,No,To go to class,3,26,2024-10-15,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:00:00,Sunny,40,18,1,9,1,2,2,2
Year 3,dentistry,No,To go to class,2,25,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:36:00,Sunny,16,6,7,7,4,7,7,7
Year 1,dentistry,No,To go to class,2,26,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:37:00,Sunny,14,5,7,7,4,7,7,7
Year 4,economics,No,To go to class,1,10,2024-10-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 09:00:00,Sunny,8,5,10,5,6,7,10,9
Year 4,economics,No,To go to class,2,16,2024-10-13,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:24:00,Sunny,25,12,5,7,6,5,5,5
Year 1,economics,No,To go to class,2,19,2024-10-16,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:30:00,Rainy,25,15,6,7,7,6,7,6
Year 4,economics,No,To go to class,1,10,2024-10-14,No,LT27 / S17,UHC / Opp UHC,A1,1900-01-01 12:00:00,Sunny,4,4,10,3,9,10,10,10
Year 4,economics,No,To go to class,3,11,2024-10-04,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 15:14:00,Sunny,13,11,5,5,5,7,6,7
Year 1,economics,No,To go to class,2,11,2024-10-06,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 13:30:00,Rainy,30,15,6,7,7,5,7,6
Year 4,economics,No,To go to class,1,10,2024-10-14,No,LT27 / S17,UHC / Opp UHC,A1,1900-01-01 12:00:00,Sunny,6,3,10,3,8,8,10,9
Year 4,economics,No,To go to class,1,10,2024-10-13,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 10:01:00,Sunny,5,5,9,4,8,9,9,9
Year 4,economics,No,To go to class,2,20,2024-10-17,No,PGP,LT13 / Ventus,A2,1900-01-01 12:35:00,Rainy,23,15,7,7,7,7,7,7
Year 4,economics,No,To go to class,3,11,2024-10-07,No,PGP,LT13 / Ventus,A2,1900-01-01 13:10:00,Sunny,13,9,6,6,5,7,7,7
Year 4,economics,No,To go to class,1,10,2024-10-09,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 10:00:00,Sunny,15,5,9,6,6,7,9,8
Year 1,economics,No,To go to class,2,20,2024-10-17,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 12:38:00,Rainy,25,15,7,7,7,7,7,7
Year 1,economics,No,To go to CCA sessions,2,12,2024-10-07,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:34:00,Rainy,31,15,6,7,7,5,7,6
Year 1,economics,No,To go to class,2,18,2024-09-15,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:40:00,Rainy,22,12,6,6,5,5,7,6
Year 4,economics,No,To go to class,1,10,2024-10-14,No,LT27 / S17,UHC / Opp UHC,A1,1900-01-01 13:00:00,Sunny,3,3,10,2,9,10,10,10
Year 4,economics,No,To go to class,1,10,2024-10-13,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 09:00:00,Sunny,9,5,9,5,6,7,9,8
Year 1,economics,No,To go to class,2,21,2024-09-19,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:33:00,Rainy,18,14,7,6,6,6,7,6
Year 4,economics,No,To go to class,1,10,2024-10-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:00:00,Sunny,8,4,10,4,7,7,10,9
Year 4,economics,No,To go to class,1,10,2024-10-04,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:00:00,Sunny,25,5,8,8,7,7,8,8
Year 1,economics,No,To go to class,3,27,2024-09-26,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:48:00,Rainy,13,11,7,5,4,6,7,6
Year 1,economics,No,To go to class,2,10,2024-10-09,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:45:00,Rainy,6,7,5,7,5,5,5,4
Year 1,economics,No,To go to class,2,15,2024-09-11,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:37:00,Rainy,25,13,6,7,5,5,7,6
Year 4,economics,No,To go to class,2,11,2024-10-09,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:16:00,Sunny,25,8,4,8,5,4,4,4
Year 1,economics,No,To go to CCA sessions,2,10,2024-10-06,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:23:00,Rainy,28,11,5,8,6,4,5,5
Year 1,economics,No,To go to CCA sessions,2,10,2024-10-05,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:26:00,Rainy,30,13,5,8,6,4,6,5
Year 4,economics,No,To go to class,2,10,2024-10-08,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 14:13:00,Sunny,25,7,4,9,5,4,4,4
Year 1,economics,No,To go to CCA sessions,2,10,2024-10-06,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:22:00,Rainy,28,11,5,8,6,4,5,5
Year 4,economics,No,To go to class,1,10,2024-10-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 13:00:00,Sunny,3,3,10,2,9,10,10,10
Year 4,economics,No,To go to class,3,11,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 14:11:00,Sunny,11,9,6,5,6,7,7,7
Year 1,economics,No,To go to CCA sessions,2,11,2024-10-05,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:32:00,Rainy,31,15,6,7,7,5,7,6
Year 1,economics,No,To go to class,2,13,2024-10-09,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:30:00,Rainy,27,15,6,7,7,5,7,6
Year 4,economics,No,To go to class,1,10,2024-10-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 13:00:00,Sunny,3,3,10,2,9,10,10,10
Year 1,economics,No,To go to class,2,20,2024-10-17,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:41:00,Rainy,27,15,7,7,7,7,7,7
Year 4,economics,No,To go to class,1,10,2024-10-14,No,LT27 / S17,UHC / Opp UHC,A1,1900-01-01 11:00:00,Sunny,4,4,10,4,9,10,10,10
Year 4,economics,No,To go to class,3,11,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 15:09:00,Sunny,19,9,6,6,6,7,7,7
Year 4,economics,No,To go to class,2,13,2024-10-07,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:30:00,Rainy,29,15,6,7,7,5,7,6
Year 4,economics,No,To go to class,3,12,2024-10-05,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:17:00,Rainy,15,12,5,6,5,7,6,7
Year 1,economics,No,To go to class,2,17,2024-09-13,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:39:00,Rainy,23,13,6,6,5,5,7,6
Year 4,economics,No,To go to class,2,10,2024-10-06,No,UTown,IT / CLB,D1,1900-01-01 14:10:00,Sunny,26,7,5,9,5,5,5,5
Year 1,economics,No,To go to class,2,21,2024-09-18,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:46:00,Rainy,27,14,7,6,6,6,7,6
Year 4,economics,No,To go to class,2,10,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 10:05:00,Sunny,5,5,8,4,8,8,9,9
Year 1,economics,No,To go to class,2,20,2024-10-17,No,PGP,LT13 / Ventus,A2,1900-01-01 13:33:00,Rainy,22,15,7,7,7,7,7,7
Year 1,economics,No,To go to class,3,21,2024-09-19,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:44:00,Rainy,19,12,6,6,4,5,7,6
Year 1,economics,No,To go to class,3,27,2024-09-27,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:53:00,Rainy,9,9,6,5,3,5,7,5
Year 1,economics,No,To go to class,2,16,2024-10-12,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:40:00,Rainy,30,15,6,7,7,6,7,6
